0.9882851709	south africa
0.9873704883	downing street
0.9856482661	keir starmer
0.9848378025	stephen colbert
0.9848185042	super bowl
0.9829206263	south african
0.9798081995	free speech
0.9789750022	human rights
0.9789136129	west bank
0.9783788217	ryder cup
0.9770473579	elon musk
0.9744785704	saudi arabia
0.9726720884	prime minister
0.9726699177	donald trump
0.9723111231	higher education
0.9681738858	mental health
0.9678925644	san francisco
0.9583251356	miss major
0.9561017357	head coach
0.9557204883	charlie kirk
0.9555818817	donald trump’s
0.9555679972	world cup
0.9493254731	offensive line
0.9434366693	east london
0.9401546153	el fasher
0.9384863189	kemi badenoch
0.9379407264	east wing
0.9361386057	working class
0.9291418411	white house
0.9275899328	tower hamlets
0.9246322469	san basilio
0.9238575904	social media
0.9187894193	chief executive
0.9172874694	special issue
0.9058045135	ai generated
0.8710487267	pro palestinian
0.8467834928	late night
0.8392532338	east end
0.8050969391	tech companies
0.7652694675	years ago
0.7632766945	long term
0.7616448707	kemi
0.7611514087	badenoch
0.7568364064	german
0.7549201375	colbert
0.7524153606	swift
0.7518089632	european
0.7505645799	thatcher
0.7494946280	sydney
0.7484695085	jewish
0.7470538069	washington
0.7457856344	st
0.7442131104	ukrainian
0.7430497144	amazon
0.7429520296	jackson
0.7420084253	manchester
0.7419262117	vikings
0.7417699871	mike
0.7410170005	stanford
0.7408690408	christian
0.7406496008	lions
0.7392403104	america
0.7387605868	lincoln
0.7387319000	jones
0.7384859030	britain
0.7382877333	drum
0.7380372841	bills
0.7374491667	stewart
0.7374228926	broncos
0.7366928375	browns
0.7358370186	indian
0.7357760890	google
0.7353018156	bbc
0.7350853105	matthew
0.7341218017	james
0.7334845956	meyers
0.7333685920	ice
0.7330783334	thiel
0.7328684073	david
0.7325131049	johnson
0.7320444395	palestinian
0.7318345472	germany
0.7317108271	islamic
0.7316765879	ireland
0.7315431637	israeli
0.7306040202	europe
0.7296484978	irish
0.7294773206	boris
0.7292526527	ravens
0.7285595992	rubio
0.7284121953	kimmel
0.7280488099	tate
0.7277920774	eagles
0.7274895869	canada
0.7271442268	institute
0.7260775862	americans
0.7260579486	democrats
0.7259980384	harvard
0.7256647467	starmer
0.7254969172	packers
0.7254849501	nfc
0.7254639964	gaza
0.7250627160	jr
0.7247517598	african
0.7242957572	brown
0.7238609066	kelly
0.7235987040	kirk
0.7230771144	mexico
0.7229394253	chinese
0.7227632647	association
0.7226302762	andrew
0.7221133956	mccarthy
0.7217451939	farage
0.7212421072	musk
0.7212192572	wilson
0.7208567785	ben
0.7208157531	india
0.7205211264	africa
0.7202149806	wales
0.7196365351	anderson
0.7193531306	welsh
0.7183014554	oxford
0.7178051165	october
0.7175720024	labour
0.7174531380	sarah
0.7173610221	nfl
0.7162373547	danny
0.7161931515	florida
0.7161919718	youtube
0.7157307004	nazi
0.7152137444	parsons
0.7150280504	thomas
0.7147564630	el
0.7131192052	january
0.7130371470	rugby
0.7126278137	review
0.7124102443	fox
0.7117644027	ai
0.7116780669	saudi
0.7113774440	english
0.7108643913	verstappen
0.7103119531	reeves
0.7095694757	american
0.7095326366	john
0.7094180790	theatre
0.7091817701	westminster
0.7089709277	rachel
0.7077288342	architecture
0.7076615134	george
0.7070658426	bettman
0.7068267824	england
0.7063722795	coach
0.7050484376	hill
0.7047261133	journal
0.7045297048	sex
0.7043242376	australian
0.7042015774	michael
0.7030980088	hate
0.7019459936	stadium
0.7017006215	red
0.7015462732	architects
0.7014084596	arab
0.7010841666	fields
0.7003406893	road
0.6997185008	trump’s
0.6996280168	rodgers
0.6996280168	allan
0.6995121695	racism
0.6994876354	henry
0.6993532658	pride
0.6989589214	keir
0.6987584168	carr
0.6987584168	adobe
0.6986239623	sam
0.6981233523	club
0.6979541218	college
0.6977996891	dead
0.6977386245	elon
0.6974829619	london
0.6968806928	israel
0.6965327205	employment
0.6962251354	kevin
0.6951683261	caribbean
0.6947859606	california
0.6942833455	arts
0.6936139527	tv
0.6934704256	county
0.6928924596	center
0.6922053877	machine
0.6919823026	law
0.6916541230	august
0.6912208616	apartheid
0.6908445573	factory
0.6908157438	blue
0.6906648305	publishing
0.6905493909	robert
0.6904938982	department
0.6893515461	village
0.6889672723	justice
0.6884670320	al
0.6879532392	joe
0.6876982568	studies
0.6874799480	centre
0.6871555764	music
0.6866669311	british
0.6861783387	independence
0.6859715560	dejohnette
0.6858159399	grateful
0.6856058343	black
0.6854578091	mark
0.6850803610	council
0.6849253977	golden
0.6848019049	nigerian
0.6846014253	curriculum
0.6845052704	golf
0.6841904115	rock
0.6841295424	sunday
0.6838759933	democratic
0.6835795704	green
0.6835377185	defensive
0.6831077384	art
0.6830617620	crown
0.6825863887	star
0.6821931316	june
0.6819281160	taylor
0.6818206080	states
0.6813731035	heritage
0.6810327586	bass
0.6809504242	south
0.6803802555	church
0.6803581227	games
0.6802012763	grand
0.6794977885	girl
0.6792788110	special
0.6789508180	saturday
0.6788517535	jimmy
0.6786083509	trans
0.6781417499	godchaux
0.6777165687	election
0.6776936179	thompson
0.6773509732	cross
0.6772175292	age
0.6767733317	book
0.6767297045	station
0.6766510775	trust
0.6766091884	street
0.6765577476	watch
0.6756759392	hotel
0.6756218972	actor
0.6753351797	champion
0.6750838885	schools
0.6750502084	cricket
0.6749512227	forces
0.6748036106	monday
0.6744943118	ball
0.6739964017	gender
0.6737844535	race
0.6736843406	suleiman
0.6735310119	brain
0.6734364924	news
0.6734009536	comedy
0.6733348986	mcilroy
0.6730047231	admissions
0.6730001044	chiefs
0.6726580238	actors
0.6726034625	society
0.6724632317	miss
0.6721459908	i’m
0.6721311687	network
0.6718173634	stephen
0.6718087222	light
0.6714899467	ban
0.6713906090	pro
0.6713845830	gay
0.6711999033	maccabi
0.6711272258	conservative
0.6702305414	nigel
0.6696765332	evidence
0.6696413958	hall
0.6695458274	artist
0.6689863112	lives
0.6687736148	transport
0.6684010642	djokovic
0.6683828505	guard
0.6682755833	contemporary
0.6673239362	season
0.6670158141	foreign
0.6668440869	universities
0.6668222840	gold
0.6667124858	festival
0.6665642906	trump
0.6660009023	post
0.6658465978	palestine
0.6656015283	citizens
0.6654977887	police
0.6651956694	harassment
0.6651708223	uk
0.6651310085	box
0.6649863179	officer
0.6649742019	agency
0.6648012931	international
0.6646925210	idf
0.6646576440	afc
0.6643888979	folk
0.6643055436	military
0.6642770648	water
0.6638284691	jazz
0.6631927496	guardian
0.6628616316	federal
0.6612905265	environment
0.6610235894	tour
0.6607746734	close
0.6606708478	breaking
0.6604535638	test
0.6604301800	fighting
0.6599357027	act
0.6593465166	peace
0.6591458366	market
0.6586239355	press
0.6585995008	focus
0.6585194548	april
0.6584588661	pop
0.6584545226	ufc
0.6584151573	youth
0.6580117692	opportunity
0.6578241982	education
0.6577890814	limited
0.6577035762	spring
0.6575431075	authority
0.6575422442	wide
0.6574716388	dance
0.6570280282	growth
0.6565290315	film
0.6563571749	services
0.6559533210	private
0.6558609619	asian
0.6546079613	charlie
0.6541885036	fine
0.6538861484	tax
0.6533972162	standing
0.6531393499	academic
0.6530947730	critical
0.6530695672	player
0.6530470885	sexual
0.6528255158	voice
0.6527374208	camp
0.6526800790	freedom
0.6526541407	house
0.6524951090	park
0.6521928427	democracy
0.6521421750	you’re
0.6521230283	cowboys
0.6520597176	practice
0.6519933734	scheme
0.6519518947	producer
0.6518784097	muslim
0.6518466573	league
0.6517627147	design
0.6516063421	blood
0.6512260514	championship
0.6511738932	crime
0.6509642294	tech
0.6508221648	town
0.6504843893	records
0.6502774438	cultural
0.6501193139	immigration
0.6500352591	copy
0.6500161644	charity
0.6498634311	donald
0.6498516859	born
0.6496686968	band
0.6489652439	lgbtq
0.6489177674	model
0.6489177674	mass
0.6481172123	food
0.6480869743	director
0.6480697013	manager
0.6480240873	financial
0.6479787655	access
0.6479312552	primary
0.6475846864	court
0.6475760982	playoff
0.6475625138	miles
0.6473392103	training
0.6472708081	movie
0.6472563869	mosque
0.6472331533	marriage
0.6471769214	open
0.6471152972	ryder
0.6470933268	internet
0.6468931773	team’s
0.6468740859	downing
0.6466370770	middle
0.6465711048	royal
0.6464889610	companies
0.6464019187	office
0.6462126055	trade
0.6461377421	opposition
0.6461351688	legal
0.6459701409	liberal
0.6459367891	space
0.6457455249	creative
0.6455087356	popular
0.6452086059	stories
0.6450596486	group
0.6449550017	data
0.6444838761	view
0.6443686261	north
0.6442471651	abuse
0.6441408068	tournament
0.6436622808	workers
0.6436438910	share
0.6433116313	spoke
0.6428477722	air
0.6427155976	era
0.6426808870	mental
0.6426497242	sound
0.6426237939	terrorism
0.6423941147	paper
0.6423922042	drag
0.6422952117	battle
0.6419779370	extreme
0.6410561379	united
0.6409028746	singer
0.6404533288	piece
0.6402589015	domestic
0.6402589015	speed
0.6399490137	territory
0.6395093306	backing
0.6394019938	game
0.6393553601	x
0.6392897325	death
0.6392734067	tower
0.6392594446	eye
0.6391060406	performance
0.6386773329	semi
0.6381960952	photo
0.6381399542	resistance
0.6380709704	prison
0.6379362389	action
0.6379178102	attention
0.6379102493	plans
0.6377651988	modern
0.6375152960	times
0.6373139406	died
0.6371800387	video
0.6371127544	culture
0.6370905982	car
0.6370382186	entire
0.6369327767	deal
0.6368770896	chant
0.6367783297	movement
0.6365114488	anti
0.6360803298	flag
0.6355701420	treatment
0.6353658466	field
0.6351926774	speech
0.6351785202	offensive
0.6351232821	state
0.6349438073	soul
0.6349370303	fund
0.6349355059	learning
0.6347297271	term
0.6347070432	tuesday
0.6346032135	city
